id_piece,type_piece,nom,prenoms,date_naissance,sexe,code_commune_naissance,nom_mere
PP-001449,PASSEPORT,HOUESSOU,Ibrahim,1999-12-28,M,0902,QUENUM Prudence
AN-001450,ACTE_NAISSANCE,HOUNGBO,Fatoumata,1994-11-07,F,1001,VODOUNON Flore
AN-001451,ACTE_NAISSANCE,VODOUNON,Yves,1988-04-27,M,1005,ADANDE Estelle
CC-001452,CARTE_CONSULAIRE,DANSOU,Sèmèvo Rosine,2001-05-09,F,1007,HOUNKPATIN Nadège
AN-001453,ACTE_NAISSANCE,ADJOVI,Codjo,1993-06-24,M,0204,OSSENI Sèmèvo
CC-001454,CARTE_CONSULAIRE,OSSENI,Rosine,1952-02-16,F,1004,CODJIA Rosine
PP-001455,PASSEPORT,AKPOVI,Sèmèvo,1973-10-01,F,0302,DANSOU Chimène
AN-001456,ACTE_NAISSANCE,HOUNGBO,Moussa,2005-12-22,M,1103,TCHIBOZO Judith
AN-001457,ACTE_NAISSANCE,HOUNKPATIN,Serge,2020-02-22,M,0501,MENSAH Prudence
AN-001458,ACTE_NAISSANCE,ADANDE,Fidèle,1990-08-02,M,0402,AKPOVI Sènami
AN-001459,ACTE_NAISSANCE,HOUESSOU,Serge,1997-08-10,M,0103,ADANDE Gisèle
CC-001460,CARTE_CONSULAIRE,HOUESSOU,Sylvie Prudence,2005-06-15,F,1009,QUENUM Fatoumata
AN-001461,ACTE_NAISSANCE,HOUNSOU,Chimène Gisèle,1985-10-19,F,1001,DANSOU Ayaba
AN-001462,ACTE_NAISSANCE,ADJOVI,Sylvie,1977-06-07,F,0407,SOSSOU Carine
AN-001463,ACTE_NAISSANCE,AHOYO,Mahougnon,1999-10-15,M,0103,NOUATIN Mariam
CC-001464,CARTE_CONSULAIRE,LOKONON,Yves,1975-07-12,M,1103,ZANNOU Bernice
AN-001465,ACTE_NAISSANCE,GBAGUIDI,Carine Ayaba,1987-03-31,F,0703,HOUNSOU Chimène
AN-001466,ACTE_NAISSANCE,AGOSSOU,Ibrahim,2013-05-07,M,1003,AHOUANSOU Estelle
AN-001467,ACTE_NAISSANCE,HOUNSOU,Sènami,1987-01-06,F,0204,HOUNGBO Judith
PP-001468,PASSEPORT,AHOUANSOU,Sènami,1994-03-17,F,0307,ADANDE Fatoumata
AN-001469,ACTE_NAISSANCE,CODJIA,Chimène Sènami,1967-01-09,F,1005,CODJIA Ayaba
CC-001470,CARTE_CONSULAIRE,SOSSOU,Romaric Ghislain,1990-08-14,M,0302,BONI Estelle
CC-001471,CARTE_CONSULAIRE,DOSSOU,Serge,1975-05-07,M,0304,ZINSOU Gisèle
AN-001472,ACTE_NAISSANCE,AKPOVI,Mariam,1970-11-28,F,0209,SOSSOU Judith
AN-001473,ACTE_NAISSANCE,ZANNOU,Justin,1987-12-13,M,0704,CHABI Sylvie
AN-001474,ACTE_NAISSANCE,ASSOGBA,Rosine,1970-03-09,F,0602,AGBODJAN Rosine
AN-001475,ACTE_NAISSANCE,CODJIA,Flore,2009-08-11,F,0602,ALLADAYE Bernice
AN-001476,ACTE_NAISSANCE,CHABI,Sèmèvo,1994-03-24,F,0103,ALLADAYE Espérance
PP-001477,PASSEPORT,AKPOVI,Rosine,1968-08-15,F,0505,DOSSOU Espérance
CC-001478,CARTE_CONSULAIRE,TCHIBOZO,Brice Romaric,2006-08-10,M,0605,HOUNKPATIN Flore
AN-001479,ACTE_NAISSANCE,TCHIBOZO,Flore,1973-12-13,F,0209,NOUATIN Gisèle
PP-001480,PASSEPORT,DOSSOU,Prudence,1973-01-30,F,0704,OSSENI Sènami
AN-001481,ACTE_NAISSANCE,DOSSOU,Moussa Romaric,2001-07-09,M,0301,AGBODJAN Ayaba
AN-001482,ACTE_NAISSANCE,VODOUNON,Gildas,2005-04-30,M,1201,IDRISSOU Mariam
CC-001483,CARTE_CONSULAIRE,HOUNGBO,Ayaba,1972-05-18,F,0504,HOUNSOU Chimène
AN-001484,ACTE_NAISSANCE,NOUATIN,Serge,1983-01-18,M,0205,ZINSOU Fatoumata
AN-001485,ACTE_NAISSANCE,ASSOGBA,Serge Brice,1987-05-22,M,0505,QUENUM Flore
AN-001486,ACTE_NAISSANCE,ADANDE,Ulrich,1997-01-26,M,0403,LOKONON Estelle
AN-001487,ACTE_NAISSANCE,HOUNGBO,Espérance,1986-06-28,F,0401,AKPOVI Rosine
AN-001488,ACTE_NAISSANCE,HOUNKPATIN,Chimène,1984-10-23,F,0603,KPADONOU Aïcha
CC-001489,CARTE_CONSULAIRE,HOUNKPATIN,Aïcha,1974-11-22,F,0704,BIO Salamatou
AN-001490,ACTE_NAISSANCE,ADJOVI,Prudence Gisèle,1962-03-31,F,0403,SOSSOU Judith
AN-001491,ACTE_NAISSANCE,ZINSOU,Chimène,2003-05-26,F,1006,YAROU Aïcha
AN-001492,ACTE_NAISSANCE,IDRISSOU,Fidèle,2000-05-10,M,0209,HOUNKPATIN Nadège
AN-001493,ACTE_NAISSANCE,DANSOU,Estelle Judith,2007-09-11,F,0103,VODOUNON Chimène
AN-001494,ACTE_NAISSANCE,CHABI,Rachid,1988-09-28,M,0904,KOUKPAKI Ayaba
AN-001495,ACTE_NAISSANCE,SOSSOU,Gildas Rachid,1979-03-01,M,0408,KIKI Fatoumata
CC-001496,CARTE_CONSULAIRE,TCHIBOZO,Yves Codjo,2005-03-11,M,0102,KOUKPAKI Rosine
PP-001497,PASSEPORT,KPADONOU,Flore,2011-03-30,F,1009,ADANDE Rosine
CC-001498,CARTE_CONSULAIRE,AMOUSSOU,Estelle Flore,1985-03-06,F,0502,HOUESSOU Mariam
AN-001499,ACTE_NAISSANCE,TOSSOU,Flore,2006-12-25,F,1202,VODOUNON Sèmèvo
AN-001500,ACTE_NAISSANCE,AKPOVI,Prudence,1981-11-28,F,0203,AHOUANSOU Judith
AN-001501,ACTE_NAISSANCE,YAROU,Comlan,1994-09-09,M,0704,ALLADAYE Prudence
AN-001502,ACTE_NAISSANCE,HOUNSOU,Ghislain Brice,1956-12-27,M,1202,BONI Espérance
AN-001503,ACTE_NAISSANCE,TOGBE,Arnaud Romaric,2009-02-28,M,0901,TCHIBOZO Flore
AN-001504,ACTE_NAISSANCE,AGBODJAN,Arnaud,1965-04-17,M,0308,GBAGUIDI Fatoumata
AN-001505,ACTE_NAISSANCE,AHOYO,Espérance,2005-02-20,F,1204,SOSSOU Salamatou
CC-001506,CARTE_CONSULAIRE,KOUKPAKI,Serge,1960-10-27,M,0904,QUENUM Carine
CC-001507,CARTE_CONSULAIRE,MENSAH,Flore Judith,2013-05-23,F,0704,CODJIA Rachidatou
AN-001508,ACTE_NAISSANCE,ASSOGBA,Yves Ulrich,1999-04-30,M,1002,DOSSOU Flore
CC-001509,CARTE_CONSULAIRE,ZINSOU,Gildas,2011-02-02,M,0205,SAGBO Nadège
CC-001510,CARTE_CONSULAIRE,ZINSOU,Justin Gildas,2003-01-05,M,0704,CHABI Gisèle
AN-001511,ACTE_NAISSANCE,SOSSOU,Romaric,1998-08-04,M,0408,MENSAH Salamatou
AN-001512,ACTE_NAISSANCE,SOULEY,Arnaud,1968-06-01,M,1104,TCHIBOZO Carine
AN-001513,ACTE_NAISSANCE,ZANNOU,Rachid,1987-10-15,M,1008,NOUATIN Salamatou
CC-001514,CARTE_CONSULAIRE,BONI,Judith,1969-10-19,F,0605,HOUNGBO Nadège
AN-001515,ACTE_NAISSANCE,GBAGUIDI,Brice,1945-09-10,M,0105,DANSOU Gisèle
AN-001516,ACTE_NAISSANCE,CHABI,Rachid,1978-01-15,M,0304,QUENUM Bernice
AN-001517,ACTE_NAISSANCE,NOUATIN,Chimène Rachidatou,2003-07-22,F,0202,VODOUNON Sènami
AN-001518,ACTE_NAISSANCE,DOSSOU,Codjo Rachid,2003-03-10,M,1203,IDRISSOU Rosine
CC-001519,CARTE_CONSULAIRE,KPADONOU,Flore Carine,1978-10-22,F,1205,SAGBO Gisèle
PP-001520,PASSEPORT,NOUATIN,Romaric Bienvenu,2008-07-22,M,0602,AGOSSOU Flore
AN-001521,ACTE_NAISSANCE,NOUATIN,Bienvenu Ibrahim,1999-01-07,M,0605,CHABI Nadège
CC-001522,CARTE_CONSULAIRE,KOUKPAKI,Fabrice,1974-06-30,M,0303,AHOYO Mariam
PP-001523,PASSEPORT,HOUNGBO,Brice Gildas,1986-04-25,M,0104,TOSSOU Gisèle
AN-001524,ACTE_NAISSANCE,MENSAH,Mahougnon Codjo,2000-03-21,M,0201,GBAGUIDI Prudence
CC-001525,CARTE_CONSULAIRE,ADANDE,Gildas,2005-07-19,M,0904,TCHIBOZO Judith
AN-001526,ACTE_NAISSANCE,QUENUM,Sènami Prudence,2002-04-22,F,0505,QUENUM Carine
AN-001527,ACTE_NAISSANCE,AMOUSSOU,Comlan,2020-03-08,M,1005,TCHIBOZO Rosine
AN-001528,ACTE_NAISSANCE,LOKONON,Gildas Fidèle,1984-01-31,M,0605,YAROU Sylvie
PP-001529,PASSEPORT,IDRISSOU,Bienvenu Rachid,1993-04-27,M,0305,QUENUM Rosine
PP-001530,PASSEPORT,SAGBO,Brice,1994-07-13,M,0106,BONI Judith
AN-001531,ACTE_NAISSANCE,SOULEY,Rodrigue Koffi,1994-12-31,M,1006,AGBODJAN Rosine
AN-001532,ACTE_NAISSANCE,ALLADAYE,Rodrigue,1964-01-04,M,0703,MENSAH Estelle
AN-001533,ACTE_NAISSANCE,ADJOVI,Brice Mahougnon,1974-12-23,M,0902,QUENUM Espérance
AN-001534,ACTE_NAISSANCE,ADJOVI,Mariam Sèmèvo,2007-05-29,F,0904,GBAGUIDI Espérance
AN-001535,ACTE_NAISSANCE,HOUNSOU,Mahougnon,2008-03-12,M,0403,AMOUSSOU Espérance
AN-001536,ACTE_NAISSANCE,GBAGUIDI,Rosine,1958-09-24,F,0206,TCHIBOZO Sènami
AN-001537,ACTE_NAISSANCE,NOUATIN,Comlan,1965-03-24,M,0506,AGOSSOU Estelle
AN-001538,ACTE_NAISSANCE,SOULEY,Romaric Brice,2007-06-20,M,1104,TOGBE Gisèle
AN-001539,ACTE_NAISSANCE,KPADONOU,Arnaud,2009-07-07,M,0203,OSSENI Fatoumata
AN-001540,ACTE_NAISSANCE,AHOUANSOU,Rachidatou,2003-04-14,F,1103,BIO Mariam
AN-001541,ACTE_NAISSANCE,ZANNOU,Flore,1954-11-27,F,1006,KPADONOU Espérance
CC-001542,CARTE_CONSULAIRE,ALLADAYE,Mahougnon,1992-03-26,M,0406,SAGBO Ayaba
CC-001543,CARTE_CONSULAIRE,LOKONON,Espérance,1979-01-09,F,1103,ADJOVI Mariam
AN-001544,ACTE_NAISSANCE,ZINSOU,Ghislain Moussa,1999-02-13,M,0204,YAROU Rachidatou
CC-001545,CARTE_CONSULAIRE,AGOSSOU,Rachid,2011-03-21,M,0206,SAGBO Sènami
AN-001546,ACTE_NAISSANCE,ZINSOU,Prudence Salamatou,1963-07-13,F,1007,ASSOGBA Sènami
AN-001547,ACTE_NAISSANCE,AHOUANSOU,Aïcha Ayaba,1990-05-05,F,0905,SOULEY Aïcha
PP-001548,PASSEPORT,AMOUSSOU,Ulrich,1999-02-19,M,0902,ALLADAYE Espérance
AN-001549,ACTE_NAISSANCE,YAROU,Carine,1957-12-11,F,1105,ASSOGBA Judith
AN-001550,ACTE_NAISSANCE,HOUNGBO,Fabrice,2004-01-19,M,0602,ASSOGBA Aïcha
AN-001551,ACTE_NAISSANCE,OSSENI,Fatoumata,1988-12-03,F,1203,AGOSSOU Rachidatou
AN-001552,ACTE_NAISSANCE,OSSENI,Ayaba,1949-09-01,F,0302,ASSOGBA Chimène
AN-001553,ACTE_NAISSANCE,HOUNKPATIN,Yves,1952-08-14,M,0703,ZINSOU Rachidatou
CC-001554,CARTE_CONSULAIRE,TCHIBOZO,Serge,2015-12-14,M,1204,FASSINOU Gisèle
AN-001555,ACTE_NAISSANCE,AHOUANSOU,Aïcha Sylvie,1948-04-17,F,0901,DANSOU Rosine
PP-001556,PASSEPORT,ASSOGBA,Rodrigue Ulrich,1962-06-29,M,0401,HOUNSOU Fatoumata
AN-001557,ACTE_NAISSANCE,ASSOGBA,Gisèle,1986-03-16,F,0905,SOULEY Chimène
PP-001558,PASSEPORT,ZANNOU,Gisèle Bernice,2023-01-22,F,0206,NOUATIN Sènami
AN-001559,ACTE_NAISSANCE,DANSOU,Rachidatou,1986-03-29,F,0506,OSSENI Bernice
AN-001560,ACTE_NAISSANCE,AHOUANSOU,Ulrich Gildas,1986-01-14,M,0501,IDRISSOU Nadège
PP-001561,PASSEPORT,AKPOVI,Gildas,1963-07-11,M,1008,SOSSOU Nadège
AN-001562,ACTE_NAISSANCE,IDRISSOU,Rachid Yves,1991-05-06,M,1007,KPADONOU Gisèle
AN-001563,ACTE_NAISSANCE,SOSSOU,Carine,1981-05-24,F,0604,CODJIA Rachidatou
AN-001564,ACTE_NAISSANCE,CODJIA,Bienvenu,1981-11-09,M,0102,YAROU Bernice
PP-001565,PASSEPORT,GLELE,Rodrigue Gildas,1974-09-09,M,0703,YAROU Nadège
AN-001566,ACTE_NAISSANCE,DANSOU,Rodrigue,1973-08-24,M,0208,AHOYO Chimène
AN-001567,ACTE_NAISSANCE,HOUNSOU,Flore,1975-04-10,F,0203,DOSSOU Flore
AN-001568,ACTE_NAISSANCE,CODJIA,Romaric,1987-09-20,M,0306,SOULEY Rosine
AN-001569,ACTE_NAISSANCE,VODOUNON,Ayaba,1998-04-23,F,1104,AKPOVI Fatoumata
AN-001570,ACTE_NAISSANCE,AMOUSSOU,Moussa,2024-06-27,M,0902,MENSAH Ayaba
AN-001571,ACTE_NAISSANCE,TOGBE,Justin Fidèle,2015-09-16,M,0104,KPADONOU Sènami
CC-001572,CARTE_CONSULAIRE,KPADONOU,Fatoumata Estelle,1982-06-24,F,1104,GLELE Bernice
CC-001573,CARTE_CONSULAIRE,AHOUANSOU,Judith,1954-03-20,F,0209,DANSOU Nadège
CC-001574,CARTE_CONSULAIRE,DOSSOU,Fidèle,2005-10-06,M,0406,AGBODJAN Sylvie
AN-001575,ACTE_NAISSANCE,HOUNKPATIN,Ghislain,1984-09-11,M,1102,SAGBO Sènami
AN-001576,ACTE_NAISSANCE,KPADONOU,Rachidatou,1996-04-19,F,0205,ZINSOU Mariam
AN-001577,ACTE_NAISSANCE,AHOYO,Rodrigue,1993-11-17,M,0303,KIKI Judith
AN-001578,ACTE_NAISSANCE,OSSENI,Gildas,1973-09-22,M,0204,TCHIBOZO Espérance
CC-001579,CARTE_CONSULAIRE,OSSENI,Comlan Romaric,2012-01-13,M,0601,ZINSOU Flore
CC-001580,CARTE_CONSULAIRE,AGBODJAN,Salamatou,2005-08-11,F,1202,ZINSOU Nadège
AN-001581,ACTE_NAISSANCE,AKPOVI,Brice,1971-06-06,M,1101,HOUNKPATIN Judith
PP-001582,PASSEPORT,MENSAH,Espérance,1963-07-10,F,0603,TOSSOU Aïcha
AN-001583,ACTE_NAISSANCE,AGOSSOU,Bienvenu,1983-08-13,M,1202,ADANDE Gisèle
AN-001584,ACTE_NAISSANCE,DANSOU,Espérance,2002-07-20,F,0103,AGOSSOU Ayaba
AN-001585,ACTE_NAISSANCE,NOUATIN,Salamatou Aïcha,2004-02-11,F,0602,KIKI Ayaba
AN-001586,ACTE_NAISSANCE,AMOUSSOU,Fidèle,2006-04-18,M,0702,ADANDE Sylvie
AN-001587,ACTE_NAISSANCE,MENSAH,Gildas,1999-07-22,M,0904,AHOUANSOU Salamatou
AN-001588,ACTE_NAISSANCE,AGBODJAN,Serge Yves,1962-04-11,M,0106,HOUNGBO Fatoumata
AN-001589,ACTE_NAISSANCE,LOKONON,Flore,2002-12-15,F,0305,SOSSOU Sènami
AN-001590,ACTE_NAISSANCE,IDRISSOU,Ayaba Flore,1951-03-10,F,0702,CODJIA Nadège
CC-001591,CARTE_CONSULAIRE,GLELE,Serge,1998-06-05,M,0906,BONI Sylvie
PP-001592,PASSEPORT,TOSSOU,Romaric,1997-03-14,M,1104,CHABI Nadège
PP-001593,PASSEPORT,KIKI,Chimène,2008-07-08,F,1005,ZANNOU Estelle
CC-001594,CARTE_CONSULAIRE,ADJOVI,Rachid,1982-05-02,M,0305,DOSSOU Flore
AN-001595,ACTE_NAISSANCE,YAROU,Carine,1970-07-27,F,0205,SAGBO Gisèle
CC-001596,CARTE_CONSULAIRE,GBAGUIDI,Fabrice Ibrahim,1989-11-25,M,0307,AHOYO Sènami
AN-001597,ACTE_NAISSANCE,ASSOGBA,Bernice Flore,2013-04-14,F,0502,VODOUNON Mariam
AN-001598,ACTE_NAISSANCE,DANSOU,Espérance,1992-06-12,F,1205,DANSOU Mariam
CC-001599,CARTE_CONSULAIRE,GLELE,Ibrahim,2000-12-12,M,0302,CHABI Salamatou
AN-001600,ACTE_NAISSANCE,ZANNOU,Bernice Aïcha,2013-11-18,F,0905,AKPOVI Sèmèvo
AN-001601,ACTE_NAISSANCE,YAROU,Nadège Chimène,1984-04-06,F,0404,CHABI Sènami
AN-001602,ACTE_NAISSANCE,SOSSOU,Gisèle,2008-02-10,F,1105,ZINSOU Flore
AN-001603,ACTE_NAISSANCE,SOSSOU,Espérance Aïcha,1999-02-13,F,1207,BIO Prudence
CC-001604,CARTE_CONSULAIRE,GBAGUIDI,Chimène Mariam,1971-01-12,F,0401,ZINSOU Bernice
CC-001605,CARTE_CONSULAIRE,KOUKPAKI,Ibrahim,1970-11-30,M,0301,AMOUSSOU Prudence
AN-001606,ACTE_NAISSANCE,HOUNKPATIN,Flore,1997-07-27,F,0106,ADANDE Rosine
AN-001607,ACTE_NAISSANCE,ZINSOU,Ulrich,1997-09-30,M,1004,AGBODJAN Rachidatou
AN-001608,ACTE_NAISSANCE,AGBODJAN,Carine Prudence,1985-05-04,F,0502,TCHIBOZO Fatoumata
AN-001609,ACTE_NAISSANCE,ZINSOU,Salamatou,1958-08-05,F,1205,ASSOGBA Flore
AN-001610,ACTE_NAISSANCE,KOUKPAKI,Estelle,1945-11-15,F,0408,DOSSOU Rachidatou
AN-001611,ACTE_NAISSANCE,SOSSOU,Arnaud,2001-12-28,M,1004,ADANDE Gisèle
AN-001612,ACTE_NAISSANCE,CODJIA,Bienvenu Mahougnon,1967-12-03,M,1001,CODJIA Rachidatou
AN-001613,ACTE_NAISSANCE,ALLADAYE,Flore Gisèle,1968-08-09,F,0703,BIO Salamatou
AN-001614,ACTE_NAISSANCE,HOUNGBO,Rachid,1997-09-30,M,0209,AMOUSSOU Carine
AN-001615,ACTE_NAISSANCE,CHABI,Gisèle Rachidatou,2005-05-21,F,0105,ZINSOU Sènami
PP-001616,PASSEPORT,CHABI,Rosine Aïcha,1974-07-09,F,0303,HOUNKPATIN Ayaba
CC-001617,CARTE_CONSULAIRE,AHOUANSOU,Espérance,2005-09-17,F,1209,BONI Sènami
AN-001618,ACTE_NAISSANCE,LOKONON,Fabrice Rodrigue,1953-09-06,M,1206,DANSOU Aïcha
AN-001619,ACTE_NAISSANCE,TOGBE,Koffi Fabrice,1966-05-13,M,1008,TOGBE Bernice
CC-001620,CARTE_CONSULAIRE,AGOSSOU,Gisèle,1970-11-16,F,0303,CODJIA Prudence
AN-001621,ACTE_NAISSANCE,AHOUANSOU,Rodrigue,1968-04-08,M,0301,AHOYO Sylvie
AN-001622,ACTE_NAISSANCE,HOUNSOU,Fatoumata,1964-02-07,F,0306,AGOSSOU Bernice
CC-001623,CARTE_CONSULAIRE,BIO,Gisèle,2004-08-01,F,0306,ASSOGBA Espérance
AN-001624,ACTE_NAISSANCE,TOGBE,Fabrice,1999-09-06,M,0604,QUENUM Sylvie
CC-001625,CARTE_CONSULAIRE,TCHIBOZO,Espérance,2010-12-05,F,0905,SAGBO Flore
CC-001626,CARTE_CONSULAIRE,AHOUANSOU,Fabrice,1981-11-09,M,0408,AGOSSOU Sèmèvo
AN-001627,ACTE_NAISSANCE,KIKI,Moussa,1980-12-27,M,0902,BONI Espérance
AN-001628,ACTE_NAISSANCE,VODOUNON,Carine,1997-03-15,F,0905,SOULEY Flore
AN-001629,ACTE_NAISSANCE,YAROU,Gildas Comlan,1973-09-30,M,0905,SOULEY Prudence
AN-001630,ACTE_NAISSANCE,DOSSOU,Prudence Estelle,1982-09-20,F,0801,AGOSSOU Sènami
AN-001631,ACTE_NAISSANCE,DOSSOU,Ibrahim Fabrice,1991-07-29,M,0801,ZINSOU Judith
AN-001632,ACTE_NAISSANCE,ADJOVI,Brice,1995-12-18,M,1005,AMOUSSOU Mariam
CC-001633,CARTE_CONSULAIRE,KIKI,Fidèle,1959-01-09,M,0506,GLELE Gisèle
PP-001634,PASSEPORT,KIKI,Arnaud,1997-08-28,M,1205,TOSSOU Flore
AN-001635,ACTE_NAISSANCE,TOSSOU,Rachid,2014-03-29,M,1206,ADJOVI Nadège
AN-001636,ACTE_NAISSANCE,HOUNGBO,Justin Fidèle,1983-12-16,M,0503,SOSSOU Fatoumata
AN-001637,ACTE_NAISSANCE,AHOYO,Salamatou Carine,2006-09-05,F,1003,VODOUNON Carine
AN-001638,ACTE_NAISSANCE,AHOUANSOU,Mariam,2003-12-21,F,1103,IDRISSOU Fatoumata
AN-001639,ACTE_NAISSANCE,ADJOVI,Flore Gisèle,1958-01-27,F,0406,VODOUNON Sylvie
CC-001640,CARTE_CONSULAIRE,OSSENI,Espérance,2012-03-20,F,0801,NOUATIN Sènami
AN-001641,ACTE_NAISSANCE,BONI,Ibrahim Codjo,1981-09-18,M,0905,HOUNKPATIN Rachidatou
AN-001642,ACTE_NAISSANCE,BIO,Bernice Gisèle,1955-06-06,F,1003,HOUNSOU Sèmèvo
AN-001643,ACTE_NAISSANCE,ASSOGBA,Salamatou Sènami,1975-04-21,F,0207,KOUKPAKI Mariam
AN-001644,ACTE_NAISSANCE,AHOUANSOU,Aïcha,1982-08-20,F,0702,CHABI Rachidatou
CC-001645,CARTE_CONSULAIRE,NOUATIN,Fidèle,1959-05-26,M,1009,SOSSOU Estelle
PP-001646,PASSEPORT,CHABI,Bienvenu,2020-03-12,M,0801,LOKONON Bernice
AN-001647,ACTE_NAISSANCE,SOULEY,Rachidatou Mariam,1983-10-03,F,0503,ZINSOU Sènami
AN-001648,ACTE_NAISSANCE,ADJOVI,Serge Koffi,1970-11-20,M,0206,GLELE Rosine
PP-001649,PASSEPORT,DOSSOU,Ibrahim,1989-03-15,M,1209,GBAGUIDI Fatoumata
AN-001650,ACTE_NAISSANCE,FASSINOU,Sylvie Ayaba,1990-01-23,F,1201,DOSSOU Flore
AN-001651,ACTE_NAISSANCE,IDRISSOU,Comlan Serge,1956-12-15,M,0905,CODJIA Bernice
AN-001652,ACTE_NAISSANCE,TOSSOU,Fabrice,1983-12-23,M,1003,ZINSOU Judith
AN-001653,ACTE_NAISSANCE,SOULEY,Ulrich Mahougnon,2010-04-10,M,0905,SOULEY Rachidatou
AN-001654,ACTE_NAISSANCE,HOUNKPATIN,Bernice Carine,2003-02-04,F,0106,KIKI Judith
AN-001655,ACTE_NAISSANCE,AGOSSOU,Fatoumata,2004-09-11,F,0208,LOKONON Chimène
AN-001656,ACTE_NAISSANCE,TOSSOU,Carine,1959-03-16,F,1102,BIO Sylvie
AN-001657,ACTE_NAISSANCE,SOSSOU,Nadège,1943-10-01,F,0604,OSSENI Judith
AN-001658,ACTE_NAISSANCE,IDRISSOU,Sènami,1996-04-15,F,1203,BIO Gisèle
AN-001659,ACTE_NAISSANCE,TCHIBOZO,Sènami,2000-06-11,F,0408,AGOSSOU Rachidatou
PP-001660,PASSEPORT,BONI,Bernice Espérance,1993-07-24,F,0906,HOUESSOU Ayaba
AN-001661,ACTE_NAISSANCE,IDRISSOU,Sèmèvo,1998-11-29,F,0103,YAROU Gisèle
AN-001662,ACTE_NAISSANCE,ADJOVI,Nadège Mariam,1976-04-26,F,1204,ASSOGBA Flore
CC-001663,CARTE_CONSULAIRE,AMOUSSOU,Flore,2017-10-11,F,0204,SOULEY Espérance
AN-001664,ACTE_NAISSANCE,DOSSOU,Mariam Prudence,1998-03-26,F,0101,AKPOVI Rosine
AN-001665,ACTE_NAISSANCE,BONI,Moussa,1977-06-16,M,0408,AGBODJAN Sylvie
AN-001666,ACTE_NAISSANCE,BONI,Gisèle,1991-06-25,F,1102,CHABI Aïcha
CC-001667,CARTE_CONSULAIRE,SOSSOU,Justin,1990-06-22,M,1204,YAROU Prudence
PP-001668,PASSEPORT,ADANDE,Espérance,2001-01-21,F,0402,KPADONOU Judith
AN-001669,ACTE_NAISSANCE,GLELE,Fidèle,1979-04-23,M,0301,CODJIA Carine
AN-001670,ACTE_NAISSANCE,SAGBO,Rosine Chimène,1973-10-03,F,0307,CHABI Rosine
AN-001671,ACTE_NAISSANCE,SOSSOU,Judith,2010-04-28,F,0903,AGBODJAN Sèmèvo
CC-001672,CARTE_CONSULAIRE,SOULEY,Sèmèvo Sylvie,1997-09-16,F,1103,HOUNGBO Chimène
AN-001673,ACTE_NAISSANCE,FASSINOU,Ghislain,1985-09-10,M,0905,VODOUNON Sèmèvo
AN-001674,ACTE_NAISSANCE,AGOSSOU,Gildas,1988-08-22,M,0401,CHABI Ayaba
AN-001675,ACTE_NAISSANCE,GBAGUIDI,Ibrahim,1956-03-25,M,0903,AHOYO Salamatou
AN-001676,ACTE_NAISSANCE,MENSAH,Fidèle,1965-04-16,M,0503,AHOUANSOU Estelle
AN-001677,ACTE_NAISSANCE,SAGBO,Comlan Fidèle,1947-09-26,M,1209,BIO Salamatou
PP-001678,PASSEPORT,KOUKPAKI,Sènami Chimène,1951-11-20,F,0502,YAROU Bernice
CC-001679,CARTE_CONSULAIRE,HOUESSOU,Yves,1998-04-16,M,1201,AKPOVI Ayaba
PP-001680,PASSEPORT,AGBODJAN,Rachidatou Mariam,1988-08-19,F,1209,KIKI Carine
AN-001681,ACTE_NAISSANCE,QUENUM,Mariam,2010-12-07,F,0902,ALLADAYE Judith
AN-001682,ACTE_NAISSANCE,ZINSOU,Ayaba,2008-07-25,F,1206,HOUNGBO Salamatou
AN-001683,ACTE_NAISSANCE,HOUNSOU,Ibrahim,1972-11-12,M,0308,CHABI Sènami
AN-001684,ACTE_NAISSANCE,SOULEY,Mahougnon,1990-12-25,M,0404,YAROU Rosine
PP-001685,PASSEPORT,HOUNGBO,Ulrich,1987-03-31,M,0603,AKPOVI Flore
AN-001686,ACTE_NAISSANCE,QUENUM,Carine Chimène,1983-07-07,F,0306,HOUNKPATIN Nadège
AN-001687,ACTE_NAISSANCE,ALLADAYE,Bienvenu,2005-02-05,M,1204,GBAGUIDI Estelle
AN-001688,ACTE_NAISSANCE,LOKONON,Ulrich,1976-03-02,M,0704,OSSENI Judith
AN-001689,ACTE_NAISSANCE,HOUNGBO,Sènami,2002-11-07,F,0105,DANSOU Sylvie
AN-001690,ACTE_NAISSANCE,BIO,Ayaba,1989-03-09,F,0503,ZANNOU Ayaba
AN-001691,ACTE_NAISSANCE,ALLADAYE,Serge Rodrigue,1982-12-26,M,0402,YAROU Salamatou
AN-001692,ACTE_NAISSANCE,KPADONOU,Prudence,1964-05-22,F,1103,KOUKPAKI Flore
AN-001693,ACTE_NAISSANCE,HOUNGBO,Gisèle Rachidatou,1974-07-06,F,0906,QUENUM Sylvie
PP-001694,PASSEPORT,KPADONOU,Sylvie Carine,1991-07-02,F,0901,CODJIA Sènami
PP-001695,PASSEPORT,YAROU,Sènami,1962-07-14,F,0504,TOSSOU Carine
AN-001696,ACTE_NAISSANCE,HOUNGBO,Yves,1989-06-08,M,1002,DANSOU Judith
AN-001697,ACTE_NAISSANCE,MENSAH,Rachid,2009-09-30,M,0503,ADANDE Chimène
AN-001698,ACTE_NAISSANCE,MENSAH,Ghislain,1997-10-07,M,0704,AKPOVI Nadège
