id_enrolement,id_piece,agent_id,centre_enrolement,date_enrolement,code_regle,champ,valeur_saisie,valeur_attendue,gravite
ENR-004931,PP-001079,AG013,Cotonou,2026-06-15,R05,code_commune_naissance,0000,0406,Haute
ENR-005018,AN-004591,AG040,Parakou,2026-06-25,R05,code_commune_naissance,0199,0206,Haute
ENR-005043,AN-001888,AG005,Bohicon,2026-06-29,R05,code_commune_naissance,0408,0602,Haute
ENR-000303,AN-004948,AG033,Ouidah,2025-02-02,R06,date_naissance,2025-10-17,,Critique
ENR-000587,AN-001139,AG003,Porto-Novo,2025-03-06,R06,date_naissance,2025-08-18,,Critique
ENR-000803,AN-002893,AG002,Abomey-Calavi,2025-03-27,R06,date_naissance,2025-07-13,,Critique
ENR-001233,CC-003037,AG038,Abomey-Calavi,2025-05-13,R06,date_naissance,2026-04-22,,Critique
ENR-001681,AN-002327,AG010,Kandi,2025-07-01,R06,date_naissance,2026-01-25,,Critique
ENR-001802,CC-002771,AG017,Bohicon,2025-07-14,R06,date_naissance,2026-07-10,,Critique
ENR-002058,AN-000663,AG023,Dassa-Zoumè,2025-08-13,R06,date_naissance,2026-03-24,,Critique
ENR-002724,PP-003905,AG023,Dassa-Zoumè,2025-10-21,R06,date_naissance,2026-10-25,,Critique
ENR-003013,AN-000911,AG007,Djougou,2025-11-22,R06,date_naissance,2026-10-09,,Critique
ENR-003262,AN-002194,AG007,Djougou,2025-12-21,R06,date_naissance,2026-10-27,,Critique
ENR-004166,AN-003103,AG023,Dassa-Zoumè,2026-03-27,R06,date_naissance,2026-04-11,,Critique
ENR-004671,AN-003839,AG001,Cotonou,2026-05-21,R06,date_naissance,2027-06-07,,Critique
ENR-000002,AN-000672,AG017,Bohicon,2025-01-01,R07,date_naissance,1902-03-06,,Critique
ENR-000584,AN-000248,AG017,Bohicon,2025-03-06,R07,date_naissance,1894-07-16,,Critique
ENR-001082,AN-003149,AG038,Abomey-Calavi,2025-04-28,R07,date_naissance,1900-08-05,,Critique
ENR-001357,AN-002728,AG020,Lokossa,2025-05-27,R07,date_naissance,1891-09-20,,Critique
ENR-001601,AN-002797,AG033,Ouidah,2025-06-23,R07,date_naissance,1903-07-16,,Critique
ENR-003373,PP-001182,AG002,Abomey-Calavi,2026-01-01,R07,date_naissance,1900-08-25,,Critique
ENR-003630,PP-004649,AG025,Cotonou,2026-01-29,R07,date_naissance,1889-03-17,,Critique
ENR-004102,AN-004592,AG029,Bohicon,2026-03-20,R07,date_naissance,1893-09-14,,Critique
ENR-004469,AN-003620,AG007,Djougou,2026-04-29,R07,date_naissance,1886-12-03,,Critique
ENR-004749,CC-002159,AG032,Lokossa,2026-05-29,R07,date_naissance,1900-12-13,,Critique
ENR-000086,AN-000895,AG012,Aplahoué,2025-01-10,R08,code_commune_naissance,0399,,Moyenne
ENR-000232,CC-001460,AG016,Parakou,2025-01-26,R08,code_commune_naissance,0199,,Moyenne
ENR-001160,AN-000766,AG003,Porto-Novo,2025-05-05,R08,code_commune_naissance,0199,,Moyenne
ENR-001206,AN-004503,AG006,Natitingou,2025-05-10,R08,code_commune_naissance,0199,,Moyenne
ENR-001276,CC-002946,AG006,Natitingou,2025-05-17,R08,code_commune_naissance,1299,,Moyenne
ENR-001398,AN-002697,AG038,Abomey-Calavi,2025-06-01,R08,code_commune_naissance,0199,,Moyenne
ENR-001424,AN-000959,AG037,Cotonou,2025-06-04,R08,code_commune_naissance,0000,,Moyenne
ENR-002603,AN-003938,AG024,Aplahoué,2025-10-08,R08,code_commune_naissance,0399,,Moyenne
ENR-002827,AN-003797,AG028,Parakou,2025-11-01,R08,code_commune_naissance,9999,,Moyenne
ENR-003570,PP-001394,AG003,Porto-Novo,2026-01-24,R08,code_commune_naissance,0399,,Moyenne
ENR-003582,AN-004116,AG010,Kandi,2026-01-25,R08,code_commune_naissance,0399,,Moyenne
ENR-003914,PP-000514,AG034,Kandi,2026-02-28,R08,code_commune_naissance,9999,,Moyenne
ENR-003973,AN-000439,AG010,Kandi,2026-03-06,R08,code_commune_naissance,0399,,Moyenne
ENR-004082,PP-001202,AG007,Djougou,2026-03-18,R08,code_commune_naissance,0000,,Moyenne
ENR-004170,AN-004727,AG021,Ouidah,2026-03-27,R08,code_commune_naissance,9999,,Moyenne
ENR-004244,AN-000230,AG011,Dassa-Zoumè,2026-04-06,R08,code_commune_naissance,1299,,Moyenne
ENR-004319,AN-001345,AG005,Bohicon,2026-04-14,R08,code_commune_naissance,0199,,Moyenne
ENR-004408,AN-003008,AG024,Aplahoué,2026-04-23,R08,code_commune_naissance,0199,,Moyenne
ENR-004558,CC-001892,AG025,Cotonou,2026-05-10,R08,code_commune_naissance,1299,,Moyenne
ENR-004618,PP-003061,AG025,Cotonou,2026-05-16,R08,code_commune_naissance,9999,,Moyenne
ENR-004627,AN-002064,AG019,Djougou,2026-05-17,R08,code_commune_naissance,0199,,Moyenne
ENR-004638,AN-001133,AG031,Djougou,2026-05-18,R08,code_commune_naissance,0199,,Moyenne
ENR-004678,AN-002992,AG018,Natitingou,2026-05-22,R08,code_commune_naissance,9999,,Moyenne
ENR-004925,AN-002650,AG006,Natitingou,2026-06-14,R08,code_commune_naissance,9999,,Moyenne
ENR-004931,PP-001079,AG013,Cotonou,2026-06-15,R08,code_commune_naissance,0000,,Moyenne
ENR-005018,AN-004591,AG040,Parakou,2026-06-25,R08,code_commune_naissance,0199,,Moyenne
ENR-000097,PP-004053,AG004,Parakou,2025-01-10,R09,nom_mere,,,Moyenne
ENR-000170,AN-000300,AG004,Parakou,2025-01-20,R09,nom_mere,,,Moyenne
ENR-000520,AN-001527,AG008,Lokossa,2025-02-26,R09,nom_mere,,,Moyenne
ENR-000860,AN-001577,AG033,Ouidah,2025-04-02,R09,nom_mere,,,Moyenne
ENR-000917,AN-002784,AG015,Porto-Novo,2025-04-08,R09,nom_mere,,,Moyenne
ENR-000950,AN-000167,AG008,Lokossa,2025-04-12,R09,nom_mere,,,Moyenne
ENR-000986,AN-001302,AG034,Kandi,2025-04-17,R09,nom_mere,,,Moyenne
ENR-001169,AN-002123,AG040,Parakou,2025-05-06,R09,nom_mere,,,Moyenne
ENR-001659,AN-004868,AG030,Natitingou,2025-06-28,R09,nom_mere,,,Moyenne
ENR-002137,CC-004688,AG003,Porto-Novo,2025-08-21,R09,nom_mere,,,Moyenne
ENR-002472,AN-001730,AG021,Ouidah,2025-09-26,R09,nom_mere,,,Moyenne
ENR-002743,AN-002785,AG023,Dassa-Zoumè,2025-10-23,R09,nom_mere,,,Moyenne
ENR-002858,AN-004112,AG032,Lokossa,2025-11-04,R09,nom_mere,,,Moyenne
ENR-002878,CC-002691,AG003,Porto-Novo,2025-11-07,R09,nom_mere,,,Moyenne
ENR-002895,AN-003964,AG018,Natitingou,2025-11-08,R09,nom_mere,,,Moyenne
ENR-002998,AN-004498,AG019,Djougou,2025-11-20,R09,nom_mere,,,Moyenne
ENR-002999,AN-000351,AG006,Natitingou,2025-11-21,R09,nom_mere,,,Moyenne
ENR-003003,AN-002138,AG018,Natitingou,2025-11-21,R09,nom_mere,,,Moyenne
ENR-003066,CC-001980,AG034,Kandi,2025-11-29,R09,nom_mere,,,Moyenne
ENR-003088,AN-000524,AG001,Cotonou,2025-12-02,R09,nom_mere,,,Moyenne
ENR-003361,AN-002584,AG005,Bohicon,2025-12-31,R09,nom_mere,,,Moyenne
ENR-003458,AN-002944,AG036,Aplahoué,2026-01-12,R09,nom_mere,,,Moyenne
ENR-003466,AN-002272,AG006,Natitingou,2026-01-13,R09,nom_mere,,,Moyenne
ENR-003483,AN-001930,AG014,Abomey-Calavi,2026-01-15,R09,nom_mere,,,Moyenne
ENR-003684,CC-004972,AG033,Ouidah,2026-02-04,R09,nom_mere,,,Moyenne
ENR-003729,AN-002350,AG017,Bohicon,2026-02-09,R09,nom_mere,,,Moyenne
ENR-003875,AN-004969,AG025,Cotonou,2026-02-24,R09,nom_mere,,,Moyenne
ENR-003979,AN-000001,AG001,Cotonou,2026-03-07,R09,nom_mere,,,Moyenne
ENR-004022,AN-002286,AG035,Dassa-Zoumè,2026-03-12,R09,nom_mere,,,Moyenne
ENR-004448,AN-001547,AG016,Parakou,2026-04-28,R09,nom_mere,,,Moyenne
ENR-004559,CC-002003,AG012,Aplahoué,2026-05-10,R09,nom_mere,,,Moyenne
ENR-004865,AN-003524,AG012,Aplahoué,2026-06-08,R09,nom_mere,,,Moyenne
ENR-004902,CC-002845,AG026,Abomey-Calavi,2026-06-12,R09,nom_mere,,,Moyenne
ENR-004922,PP-002232,AG012,Aplahoué,2026-06-14,R09,nom_mere,,,Moyenne
ENR-000237,CC-004104,AG006,Natitingou,2025-01-26,R10,telephone,44103923,,Basse
ENR-000426,AN-000761,AG024,Aplahoué,2025-02-16,R10,telephone,0201172119,,Basse
ENR-000430,AN-004039,AG017,Bohicon,2025-02-16,R10,telephone,019472183701,,Basse
ENR-000497,PP-001992,AG018,Natitingou,2025-02-23,R10,telephone,289264104,,Basse
ENR-000506,AN-003261,AG034,Kandi,2025-02-24,R10,telephone,0286976490,,Basse
ENR-000579,AN-002800,AG023,Dassa-Zoumè,2025-03-05,R10,telephone,48834084,,Basse
ENR-000666,AN-002295,AG012,Aplahoué,2025-03-14,R10,telephone,89659378,,Basse
ENR-000678,AN-004606,AG036,Aplahoué,2025-03-15,R10,telephone,013085915671,,Basse
ENR-000849,AN-000575,AG024,Aplahoué,2025-04-01,R10,telephone,019000763723,,Basse
ENR-000975,AN-004881,AG017,Bohicon,2025-04-15,R10,telephone,019466186234,,Basse
ENR-001084,AN-004540,AG039,Porto-Novo,2025-04-28,R10,telephone,582191872,,Basse
ENR-001086,AN-000624,AG001,Cotonou,2025-04-29,R10,telephone,013745997160,,Basse
ENR-001384,AN-003253,AG025,Cotonou,2025-05-30,R10,telephone,07328315,,Basse
ENR-001492,AN-002423,AG008,Lokossa,2025-06-11,R10,telephone,014197022845,,Basse
ENR-001615,AN-002226,AG035,Dassa-Zoumè,2025-06-24,R10,telephone,130655229,,Basse
ENR-001726,AN-001840,AG004,Parakou,2025-07-05,R10,telephone,66200543,,Basse
ENR-001757,AN-000030,AG023,Dassa-Zoumè,2025-07-09,R10,telephone,014478378305,,Basse
ENR-002064,AN-004219,AG015,Porto-Novo,2025-08-13,R10,telephone,018048790501,,Basse
ENR-002073,AN-001673,AG012,Aplahoué,2025-08-15,R10,telephone,077089061,,Basse
ENR-002102,PP-003528,AG022,Kandi,2025-08-17,R10,telephone,909600262,,Basse
ENR-002117,PP-000054,AG033,Ouidah,2025-08-20,R10,telephone,251525991,,Basse
ENR-002310,AN-004086,AG002,Abomey-Calavi,2025-09-09,R10,telephone,077299757,,Basse
ENR-002515,CC-003972,AG040,Parakou,2025-09-29,R10,telephone,01O2355998,,Basse
ENR-002517,AN-000762,AG007,Djougou,2025-09-30,R10,telephone,01O2983773,,Basse
ENR-002521,AN-002287,AG019,Djougou,2025-09-30,R10,telephone,86191848,,Basse
ENR-002694,AN-003482,AG013,Cotonou,2025-10-18,R10,telephone,0284801670,,Basse
ENR-002750,CC-002210,AG030,Natitingou,2025-10-24,R10,telephone,01O2068226,,Basse
ENR-002888,PP-002069,AG007,Djougou,2025-11-08,R10,telephone,012246501477,,Basse
ENR-003092,AN-001276,AG026,Abomey-Calavi,2025-12-02,R10,telephone,01O2144754,,Basse
ENR-003155,AN-000676,AG031,Djougou,2025-12-09,R10,telephone,01O2302332,,Basse
ENR-003179,AN-004507,AG016,Parakou,2025-12-11,R10,telephone,012885889360,,Basse
ENR-003661,CC-001917,AG019,Djougou,2026-02-02,R10,telephone,01O2127642,,Basse
ENR-003709,AN-000206,AG015,Porto-Novo,2026-02-07,R10,telephone,01O2929458,,Basse
ENR-003765,AN-004557,AG012,Aplahoué,2026-02-12,R10,telephone,147750683,,Basse
ENR-003781,CC-002219,AG013,Cotonou,2026-02-14,R10,telephone,03276498,,Basse
ENR-003841,AN-003339,AG012,Aplahoué,2026-02-21,R10,telephone,013462727135,,Basse
ENR-003986,AN-003257,AG009,Ouidah,2026-03-07,R10,telephone,0285845104,,Basse
ENR-004068,PP-003742,AG008,Lokossa,2026-03-16,R10,telephone,870789598,,Basse
ENR-004086,AN-002929,AG033,Ouidah,2026-03-18,R10,telephone,0239985785,,Basse
ENR-004243,AN-004482,AG039,Porto-Novo,2026-04-05,R10,telephone,016209999808,,Basse
ENR-004320,AN-002418,AG037,Cotonou,2026-04-14,R10,telephone,14851733,,Basse
ENR-004343,PP-002675,AG023,Dassa-Zoumè,2026-04-16,R10,telephone,09235523,,Basse
ENR-004522,CC-003642,AG033,Ouidah,2026-05-05,R10,telephone,01O2029845,,Basse
ENR-004676,AN-002237,AG036,Aplahoué,2026-05-22,R10,telephone,0242031185,,Basse
ENR-004890,AN-001358,AG007,Djougou,2026-06-11,R10,telephone,01O2011758,,Basse
ENR-004934,PP-003504,AG013,Cotonou,2026-06-15,R10,telephone,82286154,,Basse
ENR-000299,CC-002414,AG039,Porto-Novo,2025-02-01,R11,id_piece,CC-002414,,Haute
ENR-000694,AN-000816,AG017,Bohicon,2025-03-16,R11,id_piece,AN-000816,,Haute
ENR-000731,PP-002182,AG038,Abomey-Calavi,2025-03-19,R11,id_piece,PP-002182,,Haute
ENR-000796,CC-001198,AG022,Kandi,2025-03-26,R11,id_piece,CC-001198,,Haute
ENR-000847,AN-001398,AG030,Natitingou,2025-03-31,R11,id_piece,AN-001398,,Haute
ENR-001055,AN-004939,AG031,Djougou,2025-04-25,R11,id_piece,AN-004939,,Haute
ENR-001072,AN-001829,AG020,Lokossa,2025-04-27,R11,id_piece,AN-001829,,Haute
ENR-001119,AN-001106,AG008,Lokossa,2025-05-01,R11,id_piece,AN-001106,,Haute
ENR-001143,AN-002093,AG032,Lokossa,2025-05-03,R11,id_piece,AN-002093,,Haute
ENR-001227,AN-003666,AG006,Natitingou,2025-05-12,R11,id_piece,AN-003666,,Haute
ENR-001247,AN-004328,AG011,Dassa-Zoumè,2025-05-14,R11,id_piece,AN-004328,,Haute
ENR-001248,CC-003165,AG028,Parakou,2025-05-14,R11,id_piece,CC-003165,,Haute
ENR-001259,AN-003711,AG038,Abomey-Calavi,2025-05-15,R11,id_piece,AN-003711,,Haute
ENR-001451,AN-000603,AG017,Bohicon,2025-06-06,R11,id_piece,AN-000603,,Haute
ENR-001497,CC-002193,AG018,Natitingou,2025-06-11,R11,id_piece,CC-002193,,Haute
ENR-001932,AN-002976,AG016,Parakou,2025-07-28,R11,id_piece,AN-002976,,Haute
ENR-002037,AN-003313,AG004,Parakou,2025-08-10,R11,id_piece,AN-003313,,Haute
ENR-002124,AN-001254,AG008,Lokossa,2025-08-20,R11,id_piece,AN-001254,,Haute
ENR-002140,AN-001485,AG027,Porto-Novo,2025-08-21,R11,id_piece,AN-001485,,Haute
ENR-002241,AN-004125,AG015,Porto-Novo,2025-09-02,R11,id_piece,AN-004125,,Haute
ENR-002242,AN-002250,AG002,Abomey-Calavi,2025-09-02,R11,id_piece,AN-002250,,Haute
ENR-002321,AN-002537,AG013,Cotonou,2025-09-10,R11,id_piece,AN-002537,,Haute
ENR-002394,PP-003744,AG034,Kandi,2025-09-18,R11,id_piece,PP-003744,,Haute
ENR-002405,AN-002379,AG001,Cotonou,2025-09-19,R11,id_piece,AN-002379,,Haute
ENR-002438,CC-001702,AG015,Porto-Novo,2025-09-22,R11,id_piece,CC-001702,,Haute
ENR-002452,AN-004783,AG012,Aplahoué,2025-09-23,R11,id_piece,AN-004783,,Haute
ENR-002506,AN-001374,AG004,Parakou,2025-09-28,R11,id_piece,AN-001374,,Haute
ENR-002682,AN-000818,AG002,Abomey-Calavi,2025-10-16,R11,id_piece,AN-000818,,Haute
ENR-002719,PP-003100,AG024,Aplahoué,2025-10-20,R11,id_piece,PP-003100,,Haute
ENR-002808,PP-001096,AG021,Ouidah,2025-10-30,R11,id_piece,PP-001096,,Haute
ENR-002849,CC-000685,AG029,Bohicon,2025-11-03,R11,id_piece,CC-000685,,Haute
ENR-003023,AN-003863,AG015,Porto-Novo,2025-11-22,R11,id_piece,AN-003863,,Haute
ENR-003029,AN-000268,AG012,Aplahoué,2025-11-23,R11,id_piece,AN-000268,,Haute
ENR-003117,AN-003570,AG016,Parakou,2025-12-04,R11,id_piece,AN-003570,,Haute
ENR-003206,AN-003219,AG037,Cotonou,2025-12-13,R11,id_piece,AN-003219,,Haute
ENR-003294,AN-000069,AG030,Natitingou,2025-12-24,R11,id_piece,AN-000069,,Haute
ENR-003409,AN-003205,AG027,Porto-Novo,2026-01-04,R11,id_piece,AN-003205,,Haute
ENR-003420,CC-000739,AG027,Porto-Novo,2026-01-06,R11,id_piece,CC-000739,,Haute
ENR-003434,PP-000866,AG017,Bohicon,2026-01-08,R11,id_piece,PP-000866,,Haute
ENR-003473,AN-003848,AG003,Porto-Novo,2026-01-13,R11,id_piece,AN-003848,,Haute
ENR-003659,AN-004743,AG003,Porto-Novo,2026-02-01,R11,id_piece,AN-004743,,Haute
ENR-003660,AN-000875,AG030,Natitingou,2026-02-01,R11,id_piece,AN-000875,,Haute
ENR-003708,AN-001686,AG035,Dassa-Zoumè,2026-02-06,R11,id_piece,AN-001686,,Haute
ENR-003754,AN-000713,AG007,Djougou,2026-02-11,R11,id_piece,AN-000713,,Haute
ENR-003948,AN-001675,AG016,Parakou,2026-03-03,R11,id_piece,AN-001675,,Haute
ENR-003958,AN-004579,AG001,Cotonou,2026-03-04,R11,id_piece,AN-004579,,Haute
ENR-004009,AN-004220,AG031,Djougou,2026-03-10,R11,id_piece,AN-004220,,Haute
ENR-004055,PP-001054,AG037,Cotonou,2026-03-14,R11,id_piece,PP-001054,,Haute
ENR-004071,AN-001603,AG006,Natitingou,2026-03-16,R11,id_piece,AN-001603,,Haute
ENR-004171,AN-002141,AG039,Porto-Novo,2026-03-27,R11,id_piece,AN-002141,,Haute
ENR-004282,AN-001170,AG001,Cotonou,2026-04-10,R11,id_piece,AN-001170,,Haute
ENR-004435,CC-001109,AG037,Cotonou,2026-04-26,R11,id_piece,CC-001109,,Haute
ENR-004928,AN-004426,AG012,Aplahoué,2026-06-14,R11,id_piece,AN-004426,,Haute
ENR-005028,AN-004262,AG019,Djougou,2026-06-27,R11,id_piece,AN-004262,,Haute
ENR-005055,AN-004762,AG006,Natitingou,2026-06-30,R11,id_piece,AN-004762,,Haute
ENR-005056,AN-003474,AG036,Aplahoué,2026-06-30,R11,id_piece,AN-003474,,Haute
ENR-005057,AN-004559,AG007,Djougou,2026-06-30,R11,id_piece,AN-004559,,Haute
ENR-005058,AN-002396,AG031,Djougou,2026-06-30,R11,id_piece,AN-002396,,Haute
ENR-005059,AN-000908,AG009,Ouidah,2026-06-30,R11,id_piece,AN-000908,,Haute
ENR-005060,AN-000862,AG003,Porto-Novo,2026-06-30,R11,id_piece,AN-000862,,Haute
