id_enrolement,id_piece,type_piece,agent_id,centre_enrolement,date_enrolement,nom,prenoms,date_naissance,sexe,code_commune_naissance,nom_mere,telephone
ENR-001508,AN-002473,ACTE_NAISSANCE,AG026,Abomey-Calavi,2025-06-13,GLELE,Gildas Serge,2012-05-20,M,0504,SAGBO Ayaba,0120466853
ENR-001509,AN-002562,ACTE_NAISSANCE,AG026,Abomey-Calavi,2025-06-13,CODJIA,Ayaba Sèmèvo,1988-08-06,F,0602,AGBODJAN Nadège,0103761875
ENR-001510,AN-004339,ACTE_NAISSANCE,AG018,Natitingou,2025-06-13,ASSOGBA,Comlan,1996-11-18,M,0905,VODOUNON Gisèle,0126307877
ENR-001511,AN-004983,ACTE_NAISSANCE,AG030,Natitingou,2025-06-13,AGOSSOU,Carine Sènami,1956-02-17,F,0104,QUENUM Sènami,0187455933
ENR-001512,AN-000683,ACTE_NAISSANCE,AG022,Kandi,2025-06-14,IDRISSOU,Koffi,2012-01-17,M,1006,ZINSOU Gisèle,01 09 39 41 61
ENR-001513,AN-000813,ACTE_NAISSANCE,AG013,Cotonou,2025-06-14,ADJOVI,Bienvenu,2016-05-20,M,1001,GLELE Espérance,0108192423
ENR-001514,AN-001388,ACTE_NAISSANCE,AG026,Abomey-Calavi,2025-06-14,TOGBE,  Fatoumata   Sylvie ,1973-07-22,F,0207,GBAGUIDI Aïcha,0184691024
ENR-001515,CC-001478,CARTE_CONSULAIRE,AG034,Kandi,2025-06-14,TCHIBOZO,Brice Romaric,2006-08-10,M,0605,HOUNKPATIN Flore,0132103470
ENR-001516,CC-001573,CARTE_CONSULAIRE,AG040,Parakou,2025-06-14,AHOUANSOU,Judith,1954-03-20,F,0209,DANSOU Nadège,0158470695
ENR-001517,AN-001622,ACTE_NAISSANCE,AG020,Lokossa,2025-06-14,HOUNSOU,Fatoumata,1964-02-07,F,0306,AGOSSOU Bernice,0171486747
ENR-001518,AN-001974,ACTE_NAISSANCE,AG001,Cotonou,2025-06-14,KOUKPAKI,Ulrich,2009-07-09,M,0105,VODOUNON Carine,0170378953
ENR-001519,PP-002098,PASSEPORT,AG029,Bohicon,2025-06-14,BONI,Salamatou,1989-09-19,F,1001,HOUNGBO Sèmèvo,0113416810
ENR-001520,CC-002451,CARTE_CONSULAIRE,AG033,Ouidah,2025-06-14,AHOUANSOU,Judith,1948-05-29,F,1008,HOUNSOU Rachidatou,
ENR-001521,PP-002866,PASSEPORT,AG031,Djougou,2025-06-14,HOUNSOU,Justin Rachid,1968-03-07,M,0404,ADANDE Aïcha,0165722890
ENR-001522,AN-000014,ACTE_NAISSANCE,AG001,Cotonou,2025-06-15,ADJOVI,Arnaud,2001-05-20,M,0905,FASSINOU Salamatou,
ENR-001523,AN-000599,ACTE_NAISSANCE,AG036,Aplahoué,2025-06-15,TOGBE,Rachid,1981-07-03,M,0302,TOSSOU Chimène,
ENR-001524,AN-000924,ACTE_NAISSANCE,AG029,Bohicon,2025-06-15,HOUNGBO,Rachidatou Aïcha,1987-11-28,F,0403,TOSSOU Gisèle,0131717825
ENR-001525,AN-001173,ACTE_NAISSANCE,AG039,Porto-Novo,2025-06-15,BONI,Brice,1969-10-25,M,0603,SOSSOU Flore,0122636215
ENR-001526,PP-001468,PASSEPORT,AG020,Lokossa,2025-06-15,AHOUANSOU,Sènami,1994-03-17,F,0307,ADANDE Fatoumata,
ENR-001527,AN-001929,ACTE_NAISSANCE,AG012,Aplahoué,2025-06-15,NOUATIN,Bernice,1967-03-28,F,0503,LOKONON Chimène,0134993266
ENR-001528,CC-002268,CARTE_CONSULAIRE,AG018,Natitingou,2025-06-15,BONI,  Sènami ,1964-09-05,F,1201,QUENUM Rosine,0151617212
ENR-001529,AN-002937,ACTE_NAISSANCE,AG032,Lokossa,2025-06-15,BONI,Fatoumata Ayaba,1969-03-03,F,0501,VODOUNON Carine,
ENR-001530,AN-003210,ACTE_NAISSANCE,AG033,Ouidah,2025-06-15,OSSENI,Rachid Codjo,1971-02-10,M,0302,TCHIBOZO Mariam,0125708571
ENR-001531,CC-003932,CARTE_CONSULAIRE,AG025,Cotonou,2025-06-15,OSSENI,Espérance,2001-01-19,F,0101,TCHIBOZO Judith,0143908690
ENR-001532,AN-004180,ACTE_NAISSANCE,AG024,Aplahoué,2025-06-15,YAROU,Gildas,1966-10-06,M,0904,CHABI Carine,
ENR-001533,AN-004613,ACTE_NAISSANCE,AG018,Natitingou,2025-06-15,AHOUANSOU,Gildas,2010-03-22,M,1102,VODOUNON Bernice,0127804932
ENR-001534,CC-002145,CARTE_CONSULAIRE,AG005,Bohicon,2025-06-16,ADANDE,Koffi,1964-07-19,M,1006,CODJIA Rosine,
ENR-001535,PP-002608,PASSEPORT,AG013,Cotonou,2025-06-16,DANSOU,Bernice,2001-02-13,F,1005,DOSSOU Prudence,
ENR-001536,CC-003780,CARTE_CONSULAIRE,AG038,Abomey-Calavi,2025-06-16,ADJOVI,Ibrahim,1978-01-13,M,0301,FASSINOU Chimène,0159446092
ENR-001537,AN-004752,ACTE_NAISSANCE,AG012,Aplahoué,2025-06-16,ALLADAYE,Sylvie,1993-11-10,F,1007,ADJOVI Bernice,0162982134
ENR-001538,AN-004937,ACTE_NAISSANCE,AG020,Lokossa,2025-06-16,BIO,Codjo,2015-12-23,M,0402,AMOUSSOU Gisèle,
ENR-001539,AN-000478,ACTE_NAISSANCE,AG019,Djougou,2025-06-17,IDRISSOU,Estelle,2009-08-22,F,0801,DANSOU Sènami,0139614387
ENR-001540,PP-000769,PASSEPORT,AG004,Parakou,2025-06-17,ADJOVI,Fabrice,2016-04-27,M,0504,AGOSSOU Bernice,0154011313
ENR-001541,AN-001338,ACTE_NAISSANCE,AG038,Abomey-Calavi,2025-06-17,ASSOGBA,Rosine,1980-01-19,F,0303,AHOUANSOU Prudence,0107434722
ENR-001542,CC-001365,CARTE_CONSULAIRE,AG002,Abomey-Calavi,2025-06-17,AHOYO,Sèmèvo,1995-11-14,F,0403,HOUESSOU Judith,0104757769
ENR-001543,AN-001433,ACTE_NAISSANCE,AG036,Aplahoué,2025-06-17,GBAGUIDI,Estelle Bernice,2004-04-19,F,0905,ASSOGBA Ayaba,0165772998
ENR-001544,CC-003688,CARTE_CONSULAIRE,AG013,Cotonou,2025-06-17,KPADONOU,Nadège,1981-03-03,F,1101,KOUKPAKI Rosine,
ENR-001545,PP-004266,PASSEPORT,AG014,Abomey-Calavi,2025-06-17,SOULEY,Yves Bienvenu,1981-10-16,M,0106,GBAGUIDI Sylvie,0152023517
ENR-001546,AN-004493,ACTE_NAISSANCE,AG030,Natitingou,2025-06-17,LOKONON,Estelle Rosine,1999-02-12,F,1002,TCHIBOZO Judith,0189542512
ENR-001547,PP-004593,PASSEPORT,AG011,Dassa-Zoumè,2025-06-17,ADJOVI,Ayaba,2010-12-18,F,0203,OSSENI Espérance,0172442199
ENR-001548,CC-000664,CARTE_CONSULAIRE,AG006,Natitingou,2025-06-18,ZINSOU,Ulrich,2005-04-03,M,0503,IDRISSOU Flore,
ENR-001549,PP-000899,PASSEPORT,AG019,Djougou,2025-06-18,HOUNKPATIN,Serge Codjo,1957-05-25,M,0602,MENSAH Aïcha,0198178414
ENR-001550,AN-001265,ACTE_NAISSANCE,AG020,Lokossa,2025-06-18,AKPOVI,Comlan,1995-05-31,M,0606,HOUNSOU Ayaba,01 12 16 58 97
ENR-001551,AN-001313,ACTE_NAISSANCE,AG024,Aplahoué,2025-06-18,YAROU,Aïcha,1985-09-29,F,1004,HOUNKPATIN Nadège,0116555450
ENR-001552,AN-001485,ACTE_NAISSANCE,AG017,Bohicon,2025-06-18,ASSOGBA,Serge Brice,1987-05-22,M,0505,QUENUM Flore,0110468606
ENR-001553,PP-001530,PASSEPORT,AG038,Abomey-Calavi,2025-06-18,SAGBO,Brice,1994-07-13,M,0106,BONI Judith,0179970484
ENR-001554,AN-001662,ACTE_NAISSANCE,AG038,Abomey-Calavi,2025-06-18,ADJOVI,Nadège Mariam,1976-04-26,F,1204,ASSOGBA Flore,0127376878
ENR-001555,AN-001778,ACTE_NAISSANCE,AG020,Lokossa,2025-06-18,YAROU,Gisèle,1982-03-26,F,0703,TOGBE Chimène,
ENR-001556,AN-001965,ACTE_NAISSANCE,AG014,Abomey-Calavi,2025-06-18,QUENUM,Gisèle Espérance,1974-07-02,F,1101,AKPOVI Sènami,0188169519
ENR-001557,CC-002260,CARTE_CONSULAIRE,AG037,Cotonou,2025-06-18,AGOSSOU,Sènami,2012-12-18,F,0606,HOUESSOU Salamatou,0192500461
ENR-001558,AN-003834,ACTE_NAISSANCE,AG012,Aplahoué,2025-06-18,OSSENI,Moussa,2008-05-22,M,0305,SOSSOU Judith,0184315572
ENR-001559,AN-004387,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2025-06-18,HOUNSOU,Flore Judith,1966-07-27,F,0504,FASSINOU Estelle,0143523841
ENR-001560,AN-004700,ACTE_NAISSANCE,AG040,Parakou,2025-06-18,GLELE,Rachid,1993-10-09,M,0603,OSSENI Rachidatou,0115091610
ENR-001561,AN-004805,ACTE_NAISSANCE,AG038,Abomey-Calavi,2025-06-18,HOUNSOU,Aïcha,1948-07-03,F,0603,ADANDE Prudence,0112038381
ENR-001562,AN-004889,ACTE_NAISSANCE,AG024,Aplahoué,2025-06-18,KOUKPAKI,Ghislain,1983-08-18,M,0602,CODJIA Aïcha,0192970581
ENR-001563,AN-000363,ACTE_NAISSANCE,AG033,Ouidah,2025-06-19,KPADONOU,Comlan,1977-03-16,M,0901,TOSSOU Ayaba,0149487517
ENR-001564,PP-001058,PASSEPORT,AG019,Djougou,2025-06-19,BONI,Fabrice,1955-08-16,M,0208,BIO Aïcha,0186881502
ENR-001565,AN-002039,ACTE_NAISSANCE,AG020,Lokossa,2025-06-19,GLELE,Mahougnon,1959-11-15,M,0504,QUENUM Prudence,0136807474
ENR-001566,AN-002109,ACTE_NAISSANCE,AG017,Bohicon,2025-06-19,VODOUNON,Chimène,1995-03-03,F,0406,SOULEY Aïcha,0122127920
ENR-001567,CC-002336,CARTE_CONSULAIRE,AG003,Porto-Novo,2025-06-19,TOGBE,Chimène,1975-06-30,F,0406,LOKONON Fatoumata,0109386328
ENR-001568,PP-003007,PASSEPORT,AG013,Cotonou,2025-06-19,TOSSOU,Rachid,2008-05-08,M,0302,IDRISSOU Judith,0101399363
ENR-001569,CC-003589,CARTE_CONSULAIRE,AG001,Cotonou,2025-06-19,AMOUSSOU,Brice,1999-10-11,M,1103,QUENUM Judith,0117298815
ENR-001570,AN-003774,ACTE_NAISSANCE,AG006,Natitingou,2025-06-19,OSSENI,Brice,1993-02-06,M,1101,SOULEY Semevo,0157871834
ENR-001571,PP-004199,PASSEPORT,AG001,Cotonou,2025-06-19,ZINSOU,Gisèle,1996-02-22,F,0703,MENSAH Sylvie,0119653217
ENR-001572,AN-000752,ACTE_NAISSANCE,AG003,Porto-Novo,2025-06-20,TOGBE,Judith Bernice,1985-01-13,F,0903,VODOUNON Bernice,0125665391
ENR-001573,AN-000753,ACTE_NAISSANCE,AG019,Djougou,2025-06-20,SOSSOU,Bernice,1996-06-20,F,0101,BIO Prudence,
ENR-001574,AN-000756,ACTE_NAISSANCE,AG021,Ouidah,2025-06-20,YAROU,Flore,2000-11-24,F,1006,HOUESSOU Judith,0134073377
ENR-001575,CC-001554,CARTE_CONSULAIRE,AG029,Bohicon,2025-06-20,TCHIBOZO,Serge,2015-12-14,M,1204,FASSINOU Gisèle,0165257908
ENR-001576,PP-003704,PASSEPORT,AG009,Ouidah,2025-06-20,AHOYO,  Gisèle ,1950-08-20,F,0506,GBAGUIDI Estelle,0123446520
ENR-001577,AN-000650,ACTE_NAISSANCE,AG016,Parakou,2025-06-21,SOULEY,Mariam,2001-05-13,F,1009,FASSINOU Sènami,
ENR-001578,PP-000880,PASSEPORT,AG022,Kandi,2025-06-21,TCHIBOZO,Aicha,2008-11-03,F,0901,KOUKPAKI Gisele,0160102730
ENR-001579,AN-001085,ACTE_NAISSANCE,AG021,Ouidah,2025-06-21,AHOYO,Arnaud,1990-03-17,M,0205,ADANDE Rosine,0170017817
ENR-001580,AN-001619,ACTE_NAISSANCE,AG012,Aplahoué,2025-06-21,TOGBE,Koffi Fabrice,1966-05-13,M,1008,TOGBE Bernice,0145866590
ENR-001581,AN-003140,ACTE_NAISSANCE,AG040,Parakou,2025-06-21,ALLADAYE,Mahougnon,1994-08-13,M,1201,AGOSSOU Fatoumata,0194847730
ENR-001582,AN-003675,ACTE_NAISSANCE,AG037,Cotonou,2025-06-21,SOSSOU,Justin,1998-12-02,M,1204,BONI Espérance,0120865029
ENR-001583,AN-004049,ACTE_NAISSANCE,AG012,Aplahoué,2025-06-21,AHOUANSOU,Ulrich Rodrigue,1951-02-08,M,0408,FASSINOU Estelle,0182213350
ENR-001584,AN-004311,ACTE_NAISSANCE,AG038,Abomey-Calavi,2025-06-21,KPADONOU,Codjo Romaric,1979-06-06,M,0906,TOGBE Estelle,0112330833
ENR-001585,AN-004690,ACTE_NAISSANCE,AG036,Aplahoué,2025-06-21,AGOSSOU,Salamatou Mariam,1993-09-07,F,1203,HOUESSOU Aïcha,0133389032
ENR-001586,AN-000047,ACTE_NAISSANCE,AG034,Kandi,2025-06-22,BIO,Chimène,1991-06-22,F,0204,KPADONOU Flore,0172527812
ENR-001587,AN-000925,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2025-06-22,AHOYO,Aïcha,1952-03-06,F,0905,NOUATIN Chimène,0111016422
ENR-001588,AN-002216,ACTE_NAISSANCE,AG009,Ouidah,2025-06-22,ASSOGBA,Nadège,1973-06-12,F,0906,VODOUNON Chimène,0150726826
ENR-001589,PP-002605,PASSEPORT,AG018,Natitingou,2025-06-22,TCHIBOZO,Bienvenu,1970-12-28,M,0606,MENSAH Flore,0175961669
ENR-001590,AN-003016,ACTE_NAISSANCE,AG034,Kandi,2025-06-22,GLELE,Nadège,1987-12-25,F,0502,AHOYO Fatoumata,0188883438
ENR-001591,PP-003663,PASSEPORT,AG018,Natitingou,2025-06-22,HOUNKPATIN,Rachidatou Aïcha,1991-07-01,F,1001,CHABI Flore,0196948587
ENR-001592,AN-003861,ACTE_NAISSANCE,AG030,Natitingou,2025-06-22,IDRISSOU,Comlan Rachid,1983-01-22,M,1102,BONI Prudence,0188386405
ENR-001593,PP-003871,PASSEPORT,AG017,Bohicon,2025-06-22,HOUESSOU,Mariam,1973-05-02,F,1207,GBAGUIDI Bernice,0129171374
ENR-001594,AN-004133,ACTE_NAISSANCE,AG031,Djougou,2025-06-22,HOUESSOU,Rosine,1978-12-07,F,0301,KOUKPAKI Espérance,01 85 67 04 43
ENR-001595,AN-004243,ACTE_NAISSANCE,AG001,Cotonou,2025-06-22,AKPOVI,Rodrigue,1996-03-04,M,0104,AHOUANSOU Judith,0133435773
ENR-001596,PP-004501,PASSEPORT,AG010,Kandi,2025-06-22,HOUNKPATIN,Espérance,1993-07-28,F,0203,BONI Salamatou,0192675350
ENR-001597,AN-004774,ACTE_NAISSANCE,AG007,Djougou,2025-06-22,MENSAH,Sylvie,1995-08-24,F,0301,YAROU Prudence,
ENR-001598,AN-000083,ACTE_NAISSANCE,AG004,Parakou,2025-06-23,HOUNGBO,Sylvie Flore,2003-10-12,F,0402,AGOSSOU Ayaba,0171861581
ENR-001599,AN-000640,ACTE_NAISSANCE,AG019,Djougou,2025-06-23,BIO,Mariam Rosine,1979-08-15,F,0205,AGOSSOU Carine,
ENR-001600,AN-002078,ACTE_NAISSANCE,AG025,Cotonou,2025-06-23,SOULEY,Nadège Rachidatou,1975-03-25,F,0308,ALLADAYE Carine,
ENR-001601,AN-002797,ACTE_NAISSANCE,AG033,Ouidah,2025-06-23,GBAGUIDI,Moussa Bienvenu,2001-06-21,M,0702,AHOYO Sènami,0139910350
ENR-001602,AN-003715,ACTE_NAISSANCE,AG032,Lokossa,2025-06-23,GLELE,Ghislain,1992-12-09,M,1001,BIO Rachidatou,0192884668
ENR-001603,CC-003731,CARTE_CONSULAIRE,AG019,Djougou,2025-06-23,KIKI,Serge,1954-06-18,M,1205,HOUNKPATIN Sènami,0146278947
ENR-001604,AN-004179,ACTE_NAISSANCE,AG032,Lokossa,2025-06-23,HOUNKPATIN,Romaric,2002-12-12,M,0204,LOKONON Chimène,0139323926
ENR-001605,AN-004750,ACTE_NAISSANCE,AG028,Parakou,2025-06-23,FASSINOU,Fatoumata Aïcha,2005-07-09,F,1201,ALLADAYE Chimène,0198147101
ENR-001606,AN-000239,ACTE_NAISSANCE,AG037,Cotonou,2025-06-24,DANSOU,Comlan,1988-11-20,M,0905,ADJOVI Nadège,0197246376
ENR-001607,AN-000243,ACTE_NAISSANCE,AG038,Abomey-Calavi,2025-06-24,AHOUANSOU,Aïcha,1975-03-06,F,1203,DOSSOU Fatoumata,0140737420
ENR-001608,AN-000424,ACTE_NAISSANCE,AG029,Bohicon,2025-06-24,KOUKPAKI,Mariam,2008-10-28,F,0408,YAROU Nadège,0151551022
ENR-001609,PP-000429,PASSEPORT,AG021,Ouidah,2025-06-24,HOUNKPATIN,Brice,1988-06-05,M,0702,AMOUSSOU Sèmèvo,0114770015
ENR-001610,AN-000802,ACTE_NAISSANCE,AG028,Parakou,2025-06-24,KIKI,Bernice,1970-07-06,F,1101,ADJOVI Bernice,0126342793
ENR-001611,CC-000823,CARTE_CONSULAIRE,AG016,Parakou,2025-06-24,KOUKPAKI,Prudence,1972-02-22,F,0105,AGBODJAN Nadège,0144021291
ENR-001612,CC-000863,CARTE_CONSULAIRE,AG013,Cotonou,2025-06-24,NOUATIN,Nadège,1965-09-08,F,0405,AKPOVI Rosine,0168354209
ENR-001613,PP-001649,PASSEPORT,AG034,Kandi,2025-06-24,DOSSOU,Ibrahim,1989-03-15,M,1209,GBAGUIDI Fatoumata,0150564258
ENR-001614,AN-001998,ACTE_NAISSANCE,AG007,Djougou,2025-06-24,SAGBO,Ulrich Rachid,1995-02-27,M,0408,AMOUSSOU Ayaba,0124728775
ENR-001615,AN-002226,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2025-06-24,BONI,Rosine Prudence,2016-12-10,F,0503,CODJIA Nadège,130655229
ENR-001616,AN-002379,ACTE_NAISSANCE,AG017,Bohicon,2025-06-24,AHOUANSOU,Chimène,1961-06-27,F,0101,SOSSOU Estelle,0186869322
ENR-001617,AN-002545,ACTE_NAISSANCE,AG019,Djougou,2025-06-24,ZINSOU,Espérance,2013-04-25,F,0203,ASSOGBA Nadège,0166831505
ENR-001618,AN-003185,ACTE_NAISSANCE,AG003,Porto-Novo,2025-06-24,BIO,Moussa Ulrich,1953-12-15,M,1209,BIO Ayaba,0189481854
ENR-001619,PP-003451,PASSEPORT,AG013,Cotonou,2025-06-24,AKPOVI,Comlan,1969-11-24,M,0402,QUENUM Ayaba,0124395775
ENR-001620,AN-003962,ACTE_NAISSANCE,AG013,Cotonou,2025-06-24,BIO,Arnaud Ibrahim,2001-01-01,M,1103,AHOYO Gisèle,0172209333
ENR-001621,CC-004001,CARTE_CONSULAIRE,AG019,Djougou,2025-06-24,KOUKPAKI,Gildas,2013-12-09,M,0904,QUENUM Salamatou,0105836973
ENR-001622,CC-004405,CARTE_CONSULAIRE,AG019,Djougou,2025-06-24,HOUNGBO,Moussa Justin,1978-10-01,M,0906,ADJOVI Rachidatou,0161504525
ENR-001623,AN-000095,ACTE_NAISSANCE,AG017,Bohicon,2025-06-25,HOUESSOU,Brice,1999-12-16,M,0605,ALLADAYE Carine,0176412974
ENR-001624,AN-000523,ACTE_NAISSANCE,AG016,Parakou,2025-06-25,NOUATIN,Rodrigue,1955-05-22,M,1007,ASSOGBA Aïcha,0100332274
ENR-001625,AN-000691,ACTE_NAISSANCE,AG026,Abomey-Calavi,2025-06-25,ALLADAYE,Gildas,1939-10-17,M,1208,SOSSOU Chimène,0171702021
ENR-001626,AN-000795,ACTE_NAISSANCE,AG033,Ouidah,2025-06-25,NOUATIN,Rachidatou,1996-11-19,F,0605,KPADONOU Carine,0115924404
ENR-001627,AN-001391,ACTE_NAISSANCE,AG005,Bohicon,2025-06-25,ADJOVI,Rosine Prudence,1939-05-01,F,0503,AGOSSOU Sèmèvo,0154679254
ENR-001628,AN-002183,ACTE_NAISSANCE,AG015,Porto-Novo,2025-06-25,HOUNKPATIN,Ulrich Serge,2000-03-22,M,0203,GBAGUIDI Carine,0171645509
ENR-001629,AN-002758,ACTE_NAISSANCE,AG034,Kandi,2025-06-25,GLELE,Nadège,1987-10-04,F,0402,HOUNKPATIN Flore,
ENR-001630,AN-003207,ACTE_NAISSANCE,AG027,Porto-Novo,2025-06-25,KIKI,Rosine Mariam,1986-05-08,F,1205,BONI Ayaba,0152045210
ENR-001631,CC-003276,CARTE_CONSULAIRE,AG004,Parakou,2025-06-25,GBAGUIDI,Romaric,2002-07-05,M,1205,ZINSOU Espérance,0109409042
ENR-001632,AN-003608,ACTE_NAISSANCE,AG019,Djougou,2025-06-25,QUENUM,Rodrigue,2000-05-26,M,0307,AGBODJAN Rachidatou,0199972492
ENR-001633,PP-003627,PASSEPORT,AG017,Bohicon,2025-06-25,HOUESSOU,Romaric,2016-08-15,M,1209,CODJIA Espérance,0157311956
ENR-001634,AN-004838,ACTE_NAISSANCE,AG003,Porto-Novo,2025-06-25,BIO,Flore Rosine,2004-02-21,F,0205,KOUKPAKI Flore,0100025546
ENR-001635,AN-000909,ACTE_NAISSANCE,AG005,Bohicon,2025-06-26,YAROU,Judith Ayaba,1973-02-07,F,0504,AMOUSSOU Prudence,0158323541
ENR-001636,AN-000910,ACTE_NAISSANCE,AG019,Djougou,2025-06-26,HOUESSOU,Yves,2015-06-14,M,0407,AKPOVI Fatoumata,0159129228
ENR-001637,PP-001228,PASSEPORT,AG006,Natitingou,2025-06-26,NOUATIN,Rodrigue,1986-04-28,M,1207,CODJIA Nadège,0164723017
ENR-001638,CC-001507,CARTE_CONSULAIRE,AG038,Abomey-Calavi,2025-06-26,MENSAH,Flore Judith,2013-05-23,F,0704,CODJIA Rachidatou,0179132874
ENR-001639,AN-001661,ACTE_NAISSANCE,AG032,Lokossa,2025-06-26,IDRISSOU,Sèmèvo,1998-11-29,F,0103,YAROU Gisèle,0126544027
ENR-001640,PP-001991,PASSEPORT,AG034,Kandi,2025-06-26,AHOUANSOU,Ibrahim,1988-09-10,M,0207,AHOYO Sènami,0170936692
ENR-001641,AN-002305,ACTE_NAISSANCE,AG027,Porto-Novo,2025-06-26,BONI,Nadège,1993-05-28,F,0703,DANSOU Rachidatou,0197657702
ENR-001642,AN-003177,ACTE_NAISSANCE,AG014,Abomey-Calavi,2025-06-26,SOSSOU,Bienvenu,2011-03-17,M,0406,CHABI Prudence,0145986652
ENR-001643,PP-004334,PASSEPORT,AG033,Ouidah,2025-06-26,HOUNSOU,Espérance,1999-01-26,F,1204,GBAGUIDI Rosine,0171583034
ENR-001644,AN-004607,ACTE_NAISSANCE,AG027,Porto-Novo,2025-06-26,AKPOVI,Flore,1981-06-07,F,0704,VODOUNON Prudence,0126632202
ENR-001645,CC-004627,CARTE_CONSULAIRE,AG025,Cotonou,2025-06-26,FASSINOU,Salamatou,1995-12-10,F,0605,SOULEY Flore,0162795550
ENR-001646,CC-000356,CARTE_CONSULAIRE,AG030,Natitingou,2025-06-27,AGOSSOU,Ibrahim,1949-04-23,M,1201,KPADONOU Sènami,
ENR-001647,AN-001083,ACTE_NAISSANCE,AG030,Natitingou,2025-06-27,TOGBE,Sèmèvo Estelle,1996-06-30,F,0905,ALLADAYE Prudence,0129074324
ENR-001648,AN-001372,ACTE_NAISSANCE,AG027,Porto-Novo,2025-06-27,AHOUANSOU,Codjo,1991-06-20,M,0305,GBAGUIDI Rosine,0196460513
ENR-001649,AN-003121,ACTE_NAISSANCE,AG035,Dassa-Zoumè,2025-06-27,DANSOU,Rosine,2017-07-17,F,1202,DANSOU Carine,0128849621
ENR-001650,AN-000197,ACTE_NAISSANCE,AG038,Abomey-Calavi,2025-06-28,KPADONOU,Judith,2005-04-20,F,0307,GLELE Estelle,0173046523
ENR-001651,PP-000259,PASSEPORT,AG031,Djougou,2025-06-28,ADANDE,Gisèle,1976-05-07,F,1008,ADANDE Sènami,
ENR-001652,CC-000375,CARTE_CONSULAIRE,AG025,Cotonou,2025-06-28,YAROU,Koffi,1975-02-13,M,0408,ALLADAYE Sènami,0160768331
ENR-001653,AN-000678,ACTE_NAISSANCE,AG019,Djougou,2025-06-28,CODJIA,Sènami,1978-04-05,F,0408,ZANNOU Sènami,0170409903
ENR-001654,PP-002048,PASSEPORT,AG027,Porto-Novo,2025-06-28,SOSSOU,  Salamatou   Bernice ,1981-02-10,F,1206,MENSAH Fatoumata,0115427111
ENR-001655,PP-002552,PASSEPORT,AG013,Cotonou,2025-06-28,VODOUNON,Brice,1980-12-30,M,0204,KPADONOU Fatoumata,0109122691
ENR-001656,AN-003548,ACTE_NAISSANCE,AG023,Dassa-Zoumè,2025-06-28,QUENUM,Nadège,1979-09-20,F,1101,IDRISSOU Gisèle,0143997881
ENR-001657,CC-004308,CARTE_CONSULAIRE,AG031,Djougou,2025-06-28,LOKONON,Bernice,1948-12-08,F,0906,ADANDE Bernice,0108648878
ENR-001658,CC-004357,CARTE_CONSULAIRE,AG009,Ouidah,2025-06-28,ADANDE,Mariam Gisèle,2009-12-30,F,0404,HOUNKPATIN Sènami,0140039923
ENR-001659,AN-004868,ACTE_NAISSANCE,AG030,Natitingou,2025-06-28,ZANNOU,Aïcha Mariam,1995-04-18,F,0302,AHOUANSOU Nadège,
ENR-001660,AN-000049,ACTE_NAISSANCE,AG039,Porto-Novo,2025-06-29,AHOUANSOU,Arnaud,1975-09-13,M,0501,CODJIA Sylvie,0171120984
ENR-001661,AN-000053,ACTE_NAISSANCE,AG028,Parakou,2025-06-29,TOGBE,Rosine,1989-06-19,F,0403,KOUKPAKI Sylvie,0127670940
ENR-001662,AN-000507,ACTE_NAISSANCE,AG034,Kandi,2025-06-29,IDRISSOU,Comlan,2004-05-08,M,0308,CODJIA Flore,0147518390
ENR-001663,AN-001126,ACTE_NAISSANCE,AG027,Porto-Novo,2025-06-29,IDRISSOU,Ibrahim,1985-05-04,M,1004,ZANNOU Espérance,0138013081
ENR-001664,PP-001561,PASSEPORT,AG015,Porto-Novo,2025-06-29,AKPOVI,Gildas,1963-07-11,M,1008,SOSSOU Nadège,
ENR-001665,CC-002016,CARTE_CONSULAIRE,AG024,Aplahoué,2025-06-29,OSSENI,Mariam,1988-04-23,F,1006,QUENUM Mariam,0118879957
ENR-001666,AN-002582,ACTE_NAISSANCE,AG002,Abomey-Calavi,2025-06-29,OSSENI,Estelle,1969-02-12,F,0403,HOUNSOU Rosine,0122912830
ENR-001667,PP-003027,PASSEPORT,AG036,Aplahoué,2025-06-29,ASSOGBA,Gisèle,2013-08-02,F,1006,ALLADAYE Flore,
ENR-001668,PP-003340,PASSEPORT,AG022,Kandi,2025-06-29,ADANDE,Ibrahim,1998-08-20,M,1104,SOULEY Gisèle,0167740963
ENR-001669,CC-003479,CARTE_CONSULAIRE,AG028,Parakou,2025-06-29,SOULEY,Carine,2015-09-15,F,0305,FASSINOU Nadège,0182110974
ENR-001670,AN-004340,ACTE_NAISSANCE,AG036,Aplahoué,2025-06-29,IDRISSOU,Bernice Sèmèvo,1990-04-06,F,0905,DANSOU Nadège,0109381961
ENR-001671,CC-004745,CARTE_CONSULAIRE,AG029,Bohicon,2025-06-29,TCHIBOZO,Rosine,1956-12-21,F,1102,ASSOGBA Aïcha,0127636401
ENR-001672,PP-004819,PASSEPORT,AG018,Natitingou,2025-06-29,AGOSSOU,Salamatou,1992-09-25,F,1201,KPADONOU Gisèle,0118878549
