id_enrolement,champ,valeur_avant,valeur_apres,source,code_regle,date_correction,statut
ENR-003914,code_commune_naissance,9999,0302,pièce PP-000514,R08,2026-09-22,corrigé
ENR-003973,code_commune_naissance,0399,0703,pièce AN-000439,R08,2026-09-22,corrigé
ENR-004082,code_commune_naissance,0000,0606,pièce PP-001202,R08,2026-09-22,corrigé
ENR-004170,code_commune_naissance,9999,0703,pièce AN-004727,R08,2026-09-22,corrigé
ENR-004244,code_commune_naissance,1299,0801,pièce AN-000230,R08,2026-09-22,corrigé
ENR-004319,code_commune_naissance,0199,0504,pièce AN-001345,R08,2026-09-22,corrigé
ENR-004408,code_commune_naissance,0199,1102,pièce AN-003008,R08,2026-09-22,corrigé
ENR-004558,code_commune_naissance,1299,0504,pièce CC-001892,R08,2026-09-22,corrigé
ENR-004618,code_commune_naissance,9999,0205,pièce PP-003061,R08,2026-09-22,corrigé
ENR-004627,code_commune_naissance,0199,0408,pièce AN-002064,R08,2026-09-22,corrigé
ENR-004638,code_commune_naissance,0199,1207,pièce AN-001133,R08,2026-09-22,corrigé
ENR-004678,code_commune_naissance,9999,0502,pièce AN-002992,R08,2026-09-22,corrigé
ENR-004925,code_commune_naissance,9999,0704,pièce AN-002650,R08,2026-09-22,corrigé
ENR-004931,code_commune_naissance,0000,0406,pièce PP-001079,R08,2026-09-22,corrigé
ENR-005018,code_commune_naissance,0199,0206,pièce AN-004591,R08,2026-09-22,corrigé
ENR-000097,nom_mere,,FASSINOU Nadège,pièce PP-004053,R09,2026-09-22,corrigé
ENR-000170,nom_mere,,GLELE Sylvie,pièce AN-000300,R09,2026-09-22,corrigé
ENR-000520,nom_mere,,TCHIBOZO Rosine,pièce AN-001527,R09,2026-09-22,corrigé
ENR-000860,nom_mere,,KIKI Judith,pièce AN-001577,R09,2026-09-22,corrigé
ENR-000917,nom_mere,,CHABI Nadège,pièce AN-002784,R09,2026-09-22,corrigé
ENR-000950,nom_mere,,AMOUSSOU Carine,pièce AN-000167,R09,2026-09-22,corrigé
ENR-000986,nom_mere,,TOSSOU Sylvie,pièce AN-001302,R09,2026-09-22,corrigé
ENR-001169,nom_mere,,FASSINOU Carine,pièce AN-002123,R09,2026-09-22,corrigé
ENR-001659,nom_mere,,AHOUANSOU Nadège,pièce AN-004868,R09,2026-09-22,corrigé
ENR-002137,nom_mere,,DOSSOU Gisèle,pièce CC-004688,R09,2026-09-22,corrigé
ENR-002472,nom_mere,,DANSOU Chimène,pièce AN-001730,R09,2026-09-22,corrigé
ENR-002743,nom_mere,,YAROU Fatoumata,pièce AN-002785,R09,2026-09-22,corrigé
ENR-002858,nom_mere,,DOSSOU Sylvie,pièce AN-004112,R09,2026-09-22,corrigé
ENR-002878,nom_mere,,AGOSSOU Bernice,pièce CC-002691,R09,2026-09-22,corrigé
ENR-002895,nom_mere,,AMOUSSOU Mariam,pièce AN-003964,R09,2026-09-22,corrigé
ENR-002998,nom_mere,,HOUNGBO Sènami,pièce AN-004498,R09,2026-09-22,corrigé
ENR-002999,nom_mere,,HOUNGBO Flore,pièce AN-000351,R09,2026-09-22,corrigé
ENR-003003,nom_mere,,ZANNOU Prudence,pièce AN-002138,R09,2026-09-22,corrigé
ENR-003066,nom_mere,,DANSOU Flore,pièce CC-001980,R09,2026-09-22,corrigé
ENR-003088,nom_mere,,HOUESSOU Nadège,pièce AN-000524,R09,2026-09-22,corrigé
ENR-003361,nom_mere,,AHOUANSOU Bernice,pièce AN-002584,R09,2026-09-22,corrigé
ENR-003458,nom_mere,,AHOUANSOU Espérance,pièce AN-002944,R09,2026-09-22,corrigé
ENR-003466,nom_mere,,KPADONOU Mariam,pièce AN-002272,R09,2026-09-22,corrigé
ENR-003483,nom_mere,,AGBODJAN Rachidatou,pièce AN-001930,R09,2026-09-22,corrigé
ENR-003684,nom_mere,,GBAGUIDI Rosine,pièce CC-004972,R09,2026-09-22,corrigé
ENR-003729,nom_mere,,ADJOVI Rosine,pièce AN-002350,R09,2026-09-22,corrigé
ENR-003875,nom_mere,,GLELE Estelle,pièce AN-004969,R09,2026-09-22,corrigé
ENR-003979,nom_mere,,OSSENI Rosine,pièce AN-000001,R09,2026-09-22,corrigé
ENR-004022,nom_mere,,AGBODJAN Mariam,pièce AN-002286,R09,2026-09-22,corrigé
ENR-004448,nom_mere,,SOULEY Aïcha,pièce AN-001547,R09,2026-09-22,corrigé
ENR-004559,nom_mere,,MENSAH Gisèle,pièce CC-002003,R09,2026-09-22,corrigé
ENR-004865,nom_mere,,TOSSOU Sènami,pièce AN-003524,R09,2026-09-22,corrigé
ENR-004902,nom_mere,,NOUATIN Prudence,pièce CC-002845,R09,2026-09-22,corrigé
ENR-004922,nom_mere,,OSSENI Espérance,pièce PP-002232,R09,2026-09-22,corrigé
ENR-000237,telephone,44103923,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-000426,telephone,0201172119,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-000430,telephone,019472183701,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-000497,telephone,289264104,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-000506,telephone,0286976490,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-000579,telephone,48834084,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-000666,telephone,89659378,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-000678,telephone,013085915671,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-000849,telephone,019000763723,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-000975,telephone,019466186234,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-001084,telephone,582191872,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-001086,telephone,013745997160,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-001384,telephone,07328315,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-001492,telephone,014197022845,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-001615,telephone,130655229,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-001726,telephone,66200543,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-001757,telephone,014478378305,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-002064,telephone,018048790501,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-002073,telephone,077089061,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-002102,telephone,909600262,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-002117,telephone,251525991,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-002310,telephone,077299757,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-002515,telephone,01O2355998,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-002517,telephone,01O2983773,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-002521,telephone,86191848,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-002694,telephone,0284801670,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-002750,telephone,01O2068226,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-002888,telephone,012246501477,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-003092,telephone,01O2144754,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-003155,telephone,01O2302332,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-003179,telephone,012885889360,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-003661,telephone,01O2127642,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-003709,telephone,01O2929458,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-003765,telephone,147750683,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-003781,telephone,03276498,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-003841,telephone,013462727135,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-003986,telephone,0285845104,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-004068,telephone,870789598,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-004086,telephone,0239985785,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-004243,telephone,016209999808,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-004320,telephone,14851733,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-004343,telephone,09235523,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-004522,telephone,01O2029845,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-004676,telephone,0242031185,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-004890,telephone,01O2011758,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-004934,telephone,82286154,,,R10,2026-09-22,à recontacter (aucune pièce ne prouve le numéro)
ENR-000299,id_piece,CC-002414,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-000694,id_piece,AN-000816,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-000731,id_piece,PP-002182,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-000796,id_piece,CC-001198,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-000847,id_piece,AN-001398,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-001055,id_piece,AN-004939,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-001072,id_piece,AN-001829,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-001119,id_piece,AN-001106,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-001143,id_piece,AN-002093,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-001227,id_piece,AN-003666,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-001247,id_piece,AN-004328,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-001248,id_piece,CC-003165,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-001259,id_piece,AN-003711,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-001451,id_piece,AN-000603,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-001497,id_piece,CC-002193,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-001932,id_piece,AN-002976,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002037,id_piece,AN-003313,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002124,id_piece,AN-001254,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002140,id_piece,AN-001485,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002241,id_piece,AN-004125,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002242,id_piece,AN-002250,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002321,id_piece,AN-002537,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002394,id_piece,PP-003744,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002405,id_piece,AN-002379,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002438,id_piece,CC-001702,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002452,id_piece,AN-004783,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002506,id_piece,AN-001374,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002682,id_piece,AN-000818,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002719,id_piece,PP-003100,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002808,id_piece,PP-001096,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-002849,id_piece,CC-000685,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003023,id_piece,AN-003863,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003029,id_piece,AN-000268,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003117,id_piece,AN-003570,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003206,id_piece,AN-003219,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003294,id_piece,AN-000069,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003409,id_piece,AN-003205,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003420,id_piece,CC-000739,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003434,id_piece,PP-000866,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003473,id_piece,AN-003848,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003659,id_piece,AN-004743,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003660,id_piece,AN-000875,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003708,id_piece,AN-001686,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003754,id_piece,AN-000713,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003948,id_piece,AN-001675,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-003958,id_piece,AN-004579,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-004009,id_piece,AN-004220,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-004055,id_piece,PP-001054,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-004071,id_piece,AN-001603,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-004171,id_piece,AN-002141,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-004282,id_piece,AN-001170,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-004435,id_piece,CC-001109,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-004928,id_piece,AN-004426,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-005028,id_piece,AN-004262,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-005055,id_piece,AN-004762,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-005056,id_piece,AN-003474,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-005057,id_piece,AN-004559,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-005058,id_piece,AN-002396,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-005059,id_piece,AN-000908,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
ENR-005060,id_piece,AN-000862,,,R11,2026-09-22,"à arbitrer (doublon, décision d'un responsable)"
